id,name,type,validSince,validUntil,$.data.uuid,$.data.imageId,$.data.text,$.data.folder,$.data.url,$.data.imageUrl,$.data.nyplUrl,geometry
703337f-a,Brooklyn: Broadway - Roebling Street,st:Photo,1941,1941,7e6d4ab0-c533-012f-f7b1-58d385a7bc34,703337f,"Broadway, east from Roebling Street, showing the the ""El"" in process of being demolished.\nP. L. Sperr September 16, 1941\n","Broadway & Roebling Street, Brooklyn, NY",https://www.oldnyc.org/#703337f-a,http://oldnyc-assets.nypl.org/600px/703337f-a.jpg,http://digitalcollections.nypl.org/items/7e6d4ab0-c533-012f-f7b1-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.960788,40.709411]}"
703340f-a,Brooklyn: Broadway - Lorimer Street,st:Photo,1941,1941,7f9c1950-c533-012f-2e0c-58d385a7bc34,703340f,"Broadway at Lorimer Street, showing the ""El"" station, seen from Middletown Street.\n\nSeptember 25, 1941\n\nP.L. Sperr","Broadway & Lorimer Street, Brooklyn, NY",https://www.oldnyc.org/#703340f-a,http://oldnyc-assets.nypl.org/600px/703340f-a.jpg,http://digitalcollections.nypl.org/items/7f9c1950-c533-012f-2e0c-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.948142,40.704082]}"
703341f,Brooklyn: Broadway - Stuyvesant Avenue,st:Photo,1941,1941,8003ef90-c533-012f-dfc6-58d385a7bc34,703341f,"Broadway, at Stuyvesant Avenue, looking north up the latter and showing the Corn Exchange Bank and the ""El"".\nP. L. Sperr September 13, 1941\n","Broadway & Stuyvesant Avenue, Brooklyn, NY",https://www.oldnyc.org/#703341f,http://oldnyc-assets.nypl.org/600px/703341f.jpg,http://digitalcollections.nypl.org/items/8003ef90-c533-012f-dfc6-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.934759,40.696545]}"
703342f-a,Brooklyn: Broadway - Monroe Street,st:Photo,1941,1941,80761fe0-c533-012f-d6d4-58d385a7bc34,703342f,"Broadway (right), at intersection of Monroe Street, looking\nnorth.\nP. L. Sperr September 13, 1941\n","Broadway & Monroe Street, Brooklyn, NY",https://www.oldnyc.org/#703342f-a,http://oldnyc-assets.nypl.org/600px/703342f-a.jpg,http://digitalcollections.nypl.org/items/80761fe0-c533-012f-d6d4-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.921134,40.688956]}"
703343f-a,Brooklyn: Broadway - Halsey Street,st:Photo,1922,1922,80d16410-c533-012f-69d1-58d385a7bc34,703343f,"Broadway, south of Halsey Street, showing the Broadway Elevated line of\nthe B.M.f.\n1922.\nEugene L. Armbruster Collectien.\n","Broadway & Halsey Street, Brooklyn, NY",https://www.oldnyc.org/#703343f-a,http://oldnyc-assets.nypl.org/600px/703343f-a.jpg,http://digitalcollections.nypl.org/items/80d16410-c533-012f-69d1-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.915501,40.685762]}"
703344f-a,Brooklyn: Broadway - Halsey Street,st:Photo,1924,1924,81418380-c533-012f-918b-58d385a7bc34,703344f,"Broadway, east side, south from Halsey Street. (In 1871 Paul W. Ledoux, a Canadian who resided in New York City, bought a lot of land bounded by Broadway, Bushwick Ave., and Eldert and Halsey Streets, on which 13 stores and several dwellings were erected. In 1891, he refused $100,000 for a 200 feet frontage on Broadway. In 1905 he sold 180' X 1O0' on Broadway for $225,000. He, among others, was instrumental in having the Halsey Street trolley line extended). Overhead is a portion of the\nBroadway line of the Brooklyn Elevated system.\nJuly 1924.\nEugene L. Armbruster Collection.\n","Broadway & Halsey Street, Brooklyn, NY",https://www.oldnyc.org/#703344f-a,http://oldnyc-assets.nypl.org/600px/703344f-a.jpg,http://digitalcollections.nypl.org/items/81418380-c533-012f-918b-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.915501,40.685762]}"
703345f-a,Brooklyn: Broadway - Schaeffer Street,st:Photo,1941,1941,819a8460-c533-012f-8971-58d385a7bc34,703345f,"Broadway, adj. n.e. cor. Schaeffer St.,\nBrooklyn.\nNeg. no. A-1216\nP. L. Sperr, photographer\nAugust3, 1941\n","Broadway & Schaeffer Street, Brooklyn, NY",https://www.oldnyc.org/#703345f-a,http://oldnyc-assets.nypl.org/600px/703345f-a.jpg,http://digitalcollections.nypl.org/items/819a8460-c533-012f-8971-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.913037,40.684368]}"
703350f-a,Brooklyn: Brooklyn Avenue - Herkimer Street,st:Photo,1929,1929,83788440-c533-012f-1d6e-58d385a7bc34,703350f,"Brooklyn Ave., north from and including Herkimer, to and including Fulton Streets. The view shows The Fulton Street Brooklyn Manhattan Transit Elevated Lines. In the background, is seen the Tompkins Ave..\nCongregational Church.\nJune 2, 1929.\nP. L. Sperr.\nNO REPRODUCTIONS.\n","Brooklyn Avenue & Herkimer Street, Brooklyn, NY",https://www.oldnyc.org/#703350f-a,http://oldnyc-assets.nypl.org/600px/703350f-a.jpg,http://digitalcollections.nypl.org/items/83788440-c533-012f-1d6e-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.94404,40.679336]}"
703351f-a,Brooklyn: Brooklyn Avenue - Atlantic Avenue,st:Photo,1940,1941,83dab870-c533-012f-7f4f-58d385a7bc34,703351f,"Brooklyn Avenue, east side, north from Atlantic Avenue to Fulton Street. In the background appears the belfry of the Tompkins Avenue Congregational Church.\nVotJ11 September 12, 1940\nP. L. Sperr\nNO REPRODUCTIONS VU2 26 -~ 97 1707\nVO w: 2 he 96' 0o 728 E\n","Brooklyn Avenue & Atlantic Avenue, Brooklyn, NY",https://www.oldnyc.org/#703351f-a,http://oldnyc-assets.nypl.org/600px/703351f-a.jpg,http://digitalcollections.nypl.org/items/83dab870-c533-012f-7f4f-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944153,40.678255]}"
703352f-a,Brooklyn: Brooklyn Avenue - St. Mark's Avenue,st:Photo,1934,1934,8428fd50-c533-012f-7d12-58d385a7bc34,703352f,"(1)\nNew Children's Museum etc., (Branch, Museum of Arts and Sciences) Brooklyn Ave., east side, between St. Mark's Ave., and Prospect Place, showing the west side of the building from Brooklyn Ave.\nOctober 11, 1934.\nP. L. Sperr.\n(2)\nThe same, from a different angle, also showing part of the north\nside.\nOctober 11, 1934.\nP. L. Sperr.\nt3)\nThe same, from another angle, showing the east side of the building.\nOctober 11, 1934.\nP. L. Sperr.\n","Brooklyn Avenue & St. Mark's Avenue, Brooklyn, NY",https://www.oldnyc.org/#703352f-a,http://oldnyc-assets.nypl.org/600px/703352f-a.jpg,http://digitalcollections.nypl.org/items/8428fd50-c533-012f-7d12-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944465,40.674901]}"
703352f-b,Brooklyn: Brooklyn Avenue - St. Mark's Avenue,st:Photo,1934,1934,8428fd50-c533-012f-7d12-58d385a7bc34,703352f,"(1)\nNew Children's Museum etc., (Branch, Museum of Arts and Sciences) Brooklyn Ave., east side, between St. Mark's Ave., and Prospect Place, showing the west side of the building from Brooklyn Ave.\nOctober 11, 1934.\nP. L. Sperr.\n(2)\nThe same, from a different angle, also showing part of the north\nside.\nOctober 11, 1934.\nP. L. Sperr.\nt3)\nThe same, from another angle, showing the east side of the building.\nOctober 11, 1934.\nP. L. Sperr.\n","Brooklyn Avenue & St. Mark's Avenue, Brooklyn, NY",https://www.oldnyc.org/#703352f-b,http://oldnyc-assets.nypl.org/600px/703352f-b.jpg,http://digitalcollections.nypl.org/items/8428fd50-c533-012f-7d12-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944465,40.674901]}"
703352f-c,Brooklyn: Brooklyn Avenue - St. Mark's Avenue,st:Photo,1934,1934,8428fd50-c533-012f-7d12-58d385a7bc34,703352f,"(1)\nNew Children's Museum etc., (Branch, Museum of Arts and Sciences) Brooklyn Ave., east side, between St. Mark's Ave., and Prospect Place, showing the west side of the building from Brooklyn Ave.\nOctober 11, 1934.\nP. L. Sperr.\n(2)\nThe same, from a different angle, also showing part of the north\nside.\nOctober 11, 1934.\nP. L. Sperr.\nt3)\nThe same, from another angle, showing the east side of the building.\nOctober 11, 1934.\nP. L. Sperr.\n","Brooklyn Avenue & St. Mark's Avenue, Brooklyn, NY",https://www.oldnyc.org/#703352f-c,http://oldnyc-assets.nypl.org/600px/703352f-c.jpg,http://digitalcollections.nypl.org/items/8428fd50-c533-012f-7d12-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944465,40.674901]}"
703353f-a,Brooklyn: Brooklyn Avenue - Prospect Place,st:Photo,1928,1929,8487ef40-c533-012f-d0b0-58d385a7bc34,703353f,"(1)\nBrooklyn Ave., east side, between Prospect Place and Park Place. The view shown is the Children's branch of the Brooklyn Institute of\nArts and Sciences.\nMay 29, 1929.\nP. L. Sperr.\n(2)\nSame; showing rear, facing park.\nOctober 1928.\nEugene L. Armbruster Collection.\n(3)\nSame, another angle.\nOctober 1928.\nEugene L. Armbruster Collection.\n","Brooklyn Avenue & Prospect Place, Brooklyn, NY",https://www.oldnyc.org/#703353f-a,http://oldnyc-assets.nypl.org/600px/703353f-a.jpg,http://digitalcollections.nypl.org/items/8487ef40-c533-012f-d0b0-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944547,40.674016]}"
703353f-b,Brooklyn: Brooklyn Avenue - Prospect Place,st:Photo,1928,1929,8487ef40-c533-012f-d0b0-58d385a7bc34,703353f,"(1)\nBrooklyn Ave., east side, between Prospect Place and Park Place. The view shown is the Children's branch of the Brooklyn Institute of\nArts and Sciences.\nMay 29, 1929.\nP. L. Sperr.\n(2)\nSame; showing rear, facing park.\nOctober 1928.\nEugene L. Armbruster Collection.\n(3)\nSame, another angle.\nOctober 1928.\nEugene L. Armbruster Collection.\n","Brooklyn Avenue & Prospect Place, Brooklyn, NY",https://www.oldnyc.org/#703353f-b,http://oldnyc-assets.nypl.org/600px/703353f-b.jpg,http://digitalcollections.nypl.org/items/8487ef40-c533-012f-d0b0-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944547,40.674016]}"
703353f-c,Brooklyn: Brooklyn Avenue - Prospect Place,st:Photo,1928,1929,8487ef40-c533-012f-d0b0-58d385a7bc34,703353f,"(1)\nBrooklyn Ave., east side, between Prospect Place and Park Place. The view shown is the Children's branch of the Brooklyn Institute of\nArts and Sciences.\nMay 29, 1929.\nP. L. Sperr.\n(2)\nSame; showing rear, facing park.\nOctober 1928.\nEugene L. Armbruster Collection.\n(3)\nSame, another angle.\nOctober 1928.\nEugene L. Armbruster Collection.\n","Brooklyn Avenue & Prospect Place, Brooklyn, NY",https://www.oldnyc.org/#703353f-c,http://oldnyc-assets.nypl.org/600px/703353f-c.jpg,http://digitalcollections.nypl.org/items/8487ef40-c533-012f-d0b0-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944547,40.674016]}"
703354f-a,Brooklyn: Brooklyn Avenue - Prospect Place,st:Photo,1934,1934,84ef2d60-c533-012f-02b0-58d385a7bc34,703354f,"(1)\nChildren's Museum (Branch Museum of Arts and Sciences) Brooklyn Ave., east side, between Prospect and Park Places, showing the N.W.\ncorner of the building from Brooklyn Ave.\nOctober 11, 1934.\nP. L. Sperr.\n(2)\nThe same, from a different angle.\nOctober 11, 1934.\nP. L. Sperr.\n(3)\nThe same, showing the east side of the building from Brower Park.\nOctober 11, 1934.\nP. L. Sperr.\n","Brooklyn Avenue & Prospect Place, Brooklyn, NY",https://www.oldnyc.org/#703354f-a,http://oldnyc-assets.nypl.org/600px/703354f-a.jpg,http://digitalcollections.nypl.org/items/84ef2d60-c533-012f-02b0-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944547,40.674016]}"
703354f-b,Brooklyn: Brooklyn Avenue - Prospect Place,st:Photo,1934,1934,84ef2d60-c533-012f-02b0-58d385a7bc34,703354f,"(1)\nChildren's Museum (Branch Museum of Arts and Sciences) Brooklyn Ave., east side, between Prospect and Park Places, showing the N.W.\ncorner of the building from Brooklyn Ave.\nOctober 11, 1934.\nP. L. Sperr.\n(2)\nThe same, from a different angle.\nOctober 11, 1934.\nP. L. Sperr.\n(3)\nThe same, showing the east side of the building from Brower Park.\nOctober 11, 1934.\nP. L. Sperr.\n","Brooklyn Avenue & Prospect Place, Brooklyn, NY",https://www.oldnyc.org/#703354f-b,http://oldnyc-assets.nypl.org/600px/703354f-b.jpg,http://digitalcollections.nypl.org/items/84ef2d60-c533-012f-02b0-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944547,40.674016]}"
703354f-c,Brooklyn: Brooklyn Avenue - Prospect Place,st:Photo,1934,1934,84ef2d60-c533-012f-02b0-58d385a7bc34,703354f,"(1)\nChildren's Museum (Branch Museum of Arts and Sciences) Brooklyn Ave., east side, between Prospect and Park Places, showing the N.W.\ncorner of the building from Brooklyn Ave.\nOctober 11, 1934.\nP. L. Sperr.\n(2)\nThe same, from a different angle.\nOctober 11, 1934.\nP. L. Sperr.\n(3)\nThe same, showing the east side of the building from Brower Park.\nOctober 11, 1934.\nP. L. Sperr.\n","Brooklyn Avenue & Prospect Place, Brooklyn, NY",https://www.oldnyc.org/#703354f-c,http://oldnyc-assets.nypl.org/600px/703354f-c.jpg,http://digitalcollections.nypl.org/items/84ef2d60-c533-012f-02b0-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944547,40.674016]}"
703355f-a,Brooklyn: Brooklyn Avenue - Prospect Place,st:Photo,1934,1934,853ad8d0-c533-012f-e405-58d385a7bc34,703355f,"(3)\nBrooklyn AVe., east side, between Prospect and Park Places, showing the Children's hranch of the Brooklyn Institute of Arts and Scienoes.\nOctcher 11, 1934.\nP. L. Sperr.\n(2)\nThe same, another angle.\nOctcber 11, 1934.\nP. L. Sperr.\n","Brooklyn Avenue & Prospect Place, Brooklyn, NY",https://www.oldnyc.org/#703355f-a,http://oldnyc-assets.nypl.org/600px/703355f-a.jpg,http://digitalcollections.nypl.org/items/853ad8d0-c533-012f-e405-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944547,40.674016]}"
703355f-b,Brooklyn: Brooklyn Avenue - Prospect Place,st:Photo,1934,1934,853ad8d0-c533-012f-e405-58d385a7bc34,703355f,"(3)\nBrooklyn AVe., east side, between Prospect and Park Places, showing the Children's hranch of the Brooklyn Institute of Arts and Scienoes.\nOctcher 11, 1934.\nP. L. Sperr.\n(2)\nThe same, another angle.\nOctcber 11, 1934.\nP. L. Sperr.\n","Brooklyn Avenue & Prospect Place, Brooklyn, NY",https://www.oldnyc.org/#703355f-b,http://oldnyc-assets.nypl.org/600px/703355f-b.jpg,http://digitalcollections.nypl.org/items/853ad8d0-c533-012f-e405-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.944547,40.674016]}"
703361f-a,Brooklyn: Buffalo Avenue - Herkimer Street.,st:Photo,1940,1940,8730c3e0-c533-012f-cfcd-58d385a7bc34,703361f,"Buffalo Avenue (right), at the N. W. corner of Herkimer Street, showing the coal yard of the Fulton Coal Company. Note the display\nof old carriages and carriage wheels.\nJuly 13, 1940\nP. L. Sperr\n","Buffalo Avenue & Herkimer Street., Brooklyn, NY",https://www.oldnyc.org/#703361f-a,http://oldnyc-assets.nypl.org/600px/703361f-a.jpg,http://digitalcollections.nypl.org/items/8730c3e0-c533-012f-cfcd-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924662,40.678276]}"
703361f-b,Brooklyn: Buffalo Avenue - Herkimer Street.,st:Photo,1940,1940,8730c3e0-c533-012f-cfcd-58d385a7bc34,703361f,"Buffalo Avenue (right), at the N. W. corner of Herkimer Street, showing the coal yard of the Fulton Coal Company. Note the display\nof old carriages and carriage wheels.\nJuly 13, 1940\nP. L. Sperr\n","Buffalo Avenue & Herkimer Street., Brooklyn, NY",https://www.oldnyc.org/#703361f-b,http://oldnyc-assets.nypl.org/600px/703361f-b.jpg,http://digitalcollections.nypl.org/items/8730c3e0-c533-012f-cfcd-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924662,40.678276]}"
703362f-a,Brooklyn: Buffalo Avenue - Pacific Street,st:Photo,1940,1940,878d40d0-c533-012f-1dc4-58d385a7bc34,703362f,"Buffalo Avenue, s. fr. Pacific Street, Brooklyn.\n\nNeg. no. A-121\n\nP. L. Sperr, photographer\nJuly 13, 1940\n","Buffalo Avenue & Pacific Street, Brooklyn, NY",https://www.oldnyc.org/#703362f-a,http://oldnyc-assets.nypl.org/600px/703362f-a.jpg,http://digitalcollections.nypl.org/items/878d40d0-c533-012f-1dc4-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92486,40.676291]}"
703363f-a,Brooklyn: Buffalo Avenue - Pacific Street,st:Photo,1941,1941,87ecb590-c533-012f-c97d-58d385a7bc34,703363f,"1. Buffalo Ave. & Pacific St., n.e. cor., Bklyn. Neg. A-187\nP.L. Sperr, photographer Aug. 2, 1941\n","Buffalo Avenue & Pacific Street, Brooklyn, NY",https://www.oldnyc.org/#703363f-a,http://oldnyc-assets.nypl.org/600px/703363f-a.jpg,http://digitalcollections.nypl.org/items/87ecb590-c533-012f-c97d-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92486,40.676291]}"
703367f-a,Brooklyn: Buffalo Avenue - Bergen Street,st:Photo,1941,1941,89654600-c533-012f-fee7-58d385a7bc34,703367f,"1. Buffalo Ave. at Bergen St., east side, Bklyn. Neg. A-103\nP.L. Sperr, photographer Aug. 2, 1941\n\n2. Same as above, west side. Neg. A-83","Buffalo Avenue & Bergen Street, Brooklyn, NY",https://www.oldnyc.org/#703367f-a,http://oldnyc-assets.nypl.org/600px/703367f-a.jpg,http://digitalcollections.nypl.org/items/89654600-c533-012f-fee7-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924995,40.674742]}"
703367f-b,Brooklyn: Buffalo Avenue - Bergen Street,st:Photo,1941,1941,89654600-c533-012f-fee7-58d385a7bc34,703367f,"1. Buffalo Ave. at Bergen St., east side, Bklyn. Neg. A-103\nP.L. Sperr, photographer Aug. 2, 1941\n\n2. Same as above, west side. Neg. A-83","Buffalo Avenue & Bergen Street, Brooklyn, NY",https://www.oldnyc.org/#703367f-b,http://oldnyc-assets.nypl.org/600px/703367f-b.jpg,http://digitalcollections.nypl.org/items/89654600-c533-012f-fee7-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924995,40.674742]}"
703368f-a,Brooklyn: Buffalo Avenue - Bergen Street,st:Photo,1936,1940,89ccfc60-c533-012f-2ef3-58d385a7bc34,703368f,"Buffalo Avenue, at the S. E. corner of Bergen Street, showing the Buffalo Methodist Espicopal Church. On the left (view 2) is St. Josephs Institute, 113 Buffalo Avenue.\n\nMay 8, 1936\nViews 1,2\nView 3: July 13, 1940\n\nP. L. Sperr\n\nview 3: Neg. No. A-1039","Buffalo Avenue & Bergen Street, Brooklyn, NY",https://www.oldnyc.org/#703368f-a,http://oldnyc-assets.nypl.org/600px/703368f-a.jpg,http://digitalcollections.nypl.org/items/89ccfc60-c533-012f-2ef3-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924995,40.674742]}"
703368f-b,Brooklyn: Buffalo Avenue - Bergen Street,st:Photo,1936,1940,89ccfc60-c533-012f-2ef3-58d385a7bc34,703368f,"Buffalo Avenue, at the S. E. corner of Bergen Street, showing the Buffalo Methodist Espicopal Church. On the left (view 2) is St. Josephs Institute, 113 Buffalo Avenue.\n\nMay 8, 1936\nViews 1,2\nView 3: July 13, 1940\n\nP. L. Sperr\n\nview 3: Neg. No. A-1039","Buffalo Avenue & Bergen Street, Brooklyn, NY",https://www.oldnyc.org/#703368f-b,http://oldnyc-assets.nypl.org/600px/703368f-b.jpg,http://digitalcollections.nypl.org/items/89ccfc60-c533-012f-2ef3-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924995,40.674742]}"
703368f-c,Brooklyn: Buffalo Avenue - Bergen Street,st:Photo,1936,1940,89ccfc60-c533-012f-2ef3-58d385a7bc34,703368f,"Buffalo Avenue, at the S. E. corner of Bergen Street, showing the Buffalo Methodist Espicopal Church. On the left (view 2) is St. Josephs Institute, 113 Buffalo Avenue.\n\nMay 8, 1936\nViews 1,2\nView 3: July 13, 1940\n\nP. L. Sperr\n\nview 3: Neg. No. A-1039","Buffalo Avenue & Bergen Street, Brooklyn, NY",https://www.oldnyc.org/#703368f-c,http://oldnyc-assets.nypl.org/600px/703368f-c.jpg,http://digitalcollections.nypl.org/items/89ccfc60-c533-012f-2ef3-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924995,40.674742]}"
703369f-a,Brooklyn: Buffalo Avenue - St. Mark's Avenue,st:Photo,1941,1941,8a28f710-c533-012f-8cf5-58d385a7bc34,703369f,,"Buffalo Avenue & St. Mark's Avenue, Brooklyn, NY",https://www.oldnyc.org/#703369f-a,http://oldnyc-assets.nypl.org/600px/703369f-a.jpg,http://digitalcollections.nypl.org/items/8a28f710-c533-012f-8cf5-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.925084,40.673847]}"
703373f-a,Brooklyn: Bush Street - Otsego Street,st:Photo,1938,1938,8baf01c0-c533-012f-6ae2-58d385a7bc34,703373f,"Bush Street, south side, east from Otsego and Dwight Streets to Columbia Street. Most of the area seen in the foreground was in 1929 designated as Todd Field.\n\nJune 9, 1938.\nP. L. Sperr.","Bush Street & Otsego Street, Brooklyn, NY",https://www.oldnyc.org/#703373f-a,http://oldnyc-assets.nypl.org/600px/703373f-a.jpg,http://digitalcollections.nypl.org/items/8baf01c0-c533-012f-6ae2-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.009222,40.675736]}"
703375f-a,Brooklyn: Bush Street - Columbia Street,st:Photo,1938,1938,8c8ec7a0-c533-012f-50be-58d385a7bc34,703375f,"Bush Street, east from Columbia Street.\nJune 9, 1938.\nP. L. Sperv\n","Bush Street & Columbia Street, Brooklyn, NY",https://www.oldnyc.org/#703375f-a,http://oldnyc-assets.nypl.org/600px/703375f-a.jpg,http://digitalcollections.nypl.org/items/8c8ec7a0-c533-012f-50be-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.007388,40.675259]}"
703375f-b,Brooklyn: Bush Street - Columbia Street,st:Photo,1938,1938,8c8ec7a0-c533-012f-50be-58d385a7bc34,703375f,"Bush Street, east from Columbia Street.\nJune 9, 1938.\nP. L. Sperv\n","Bush Street & Columbia Street, Brooklyn, NY",https://www.oldnyc.org/#703375f-b,http://oldnyc-assets.nypl.org/600px/703375f-b.jpg,http://digitalcollections.nypl.org/items/8c8ec7a0-c533-012f-50be-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.007388,40.675259]}"
703376f-a,Brooklyn: Bush Street - Columbia Street,st:Photo,1938,1938,8ce47d10-c533-012f-dfd8-58d385a7bc34,703376f,"Bush Street (trees thereon), south side, east from Columbia to Clinton Streets. In the background on Clinton and Bush Streets is the Sapolin Co. building. Also shown is 501-507 Columbia Street, south from Bush Street. Most of the seen area in this view will be demolished and the buildings replaced with low cost apartments.\nJune 9, 1938.\nP. L. Sperr\n","Bush Street & Columbia Street, Brooklyn, NY",https://www.oldnyc.org/#703376f-a,http://oldnyc-assets.nypl.org/600px/703376f-a.jpg,http://digitalcollections.nypl.org/items/8ce47d10-c533-012f-dfd8-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.007388,40.675259]}"
703376f-b,Brooklyn: Bush Street - Columbia Street,st:Photo,1938,1938,8ce47d10-c533-012f-dfd8-58d385a7bc34,703376f,"Bush Street (trees thereon), south side, east from Columbia to Clinton Streets. In the background on Clinton and Bush Streets is the Sapolin Co. building. Also shown is 501-507 Columbia Street, south from Bush Street. Most of the seen area in this view will be demolished and the buildings replaced with low cost apartments.\nJune 9, 1938.\nP. L. Sperr\n","Bush Street & Columbia Street, Brooklyn, NY",https://www.oldnyc.org/#703376f-b,http://oldnyc-assets.nypl.org/600px/703376f-b.jpg,http://digitalcollections.nypl.org/items/8ce47d10-c533-012f-dfd8-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.007388,40.675259]}"
703377f-a,Brooklyn: Bush Street - Hicks Street,st:Photo,1938,1938,8d4c4d20-c533-012f-d067-58d385a7bc34,703377f,"Bush Street, north side, east from a point west of Hicks Street (seen in the foreground) showing an area soon to be demolished because of the Federal grants making possible the Red Hook slum clearance and the building of low cost housing apartments. Also shown is 805-823 Hicks Street, east side, noth from Bush Street.\nJune 9, 1938.\nF. L. Sperr\n","Bush Street & Hicks Street, Brooklyn, NY",https://www.oldnyc.org/#703377f-a,http://oldnyc-assets.nypl.org/600px/703377f-a.jpg,http://digitalcollections.nypl.org/items/8d4c4d20-c533-012f-d067-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.005724,40.674801]}"
703378f-a,Brooklyn: Bush Street - Henry Street,st:Photo,1938,1938,8d9d10b0-c533-012f-fb81-58d385a7bc34,703378f,"Bush Street, (left) south side, east of Henry Street, showing a new recreational center developed by the City of New York.\nJune 9, 1938.\nP. L. Sperr\n","Bush Street & Henry Street, Brooklyn, NY",https://www.oldnyc.org/#703378f-a,http://oldnyc-assets.nypl.org/600px/703378f-a.jpg,http://digitalcollections.nypl.org/items/8d9d10b0-c533-012f-fb81-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.004123,40.67434]}"
703378f-b,Brooklyn: Bush Street - Henry Street,st:Photo,1938,1938,8d9d10b0-c533-012f-fb81-58d385a7bc34,703378f,"Bush Street, (left) south side, east of Henry Street, showing a new recreational center developed by the City of New York.\nJune 9, 1938.\nP. L. Sperr\n","Bush Street & Henry Street, Brooklyn, NY",https://www.oldnyc.org/#703378f-b,http://oldnyc-assets.nypl.org/600px/703378f-b.jpg,http://digitalcollections.nypl.org/items/8d9d10b0-c533-012f-fb81-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.004123,40.67434]}"
703379f-a,Brooklyn: Bush Street - Court Street,st:Photo,1941,1941,8e0abb00-c533-012f-a4a2-58d385a7bc34,703379f,"Bush St. from Court St. to Hamilton Ave., B'klyn.\nWork on new bridge.\nNov. 15, 1941\nP.L. Sperr, photographer\n","Bush Street & Court Street, Brooklyn, NY",https://www.oldnyc.org/#703379f-a,http://oldnyc-assets.nypl.org/600px/703379f-a.jpg,http://digitalcollections.nypl.org/items/8e0abb00-c533-012f-a4a2-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.000288,40.673268]}"
703384f-a,Brooklyn: Bush Street - Hicks Street,st:Photo,1931,1931,8ff9df70-c533-012f-acef-58d385a7bc34,703384f,"97-135 Bush Street, north side, from Hicks to Henry Streets. as viewed across 1ots from Lorraine Street. The view shows one of the H.C. Bohack\nchain of grocery stores at the corner.\nJune 25, 1931.\nP. L. Sperr.\n","Bush Street & Hicks Street, Brooklyn, NY",https://www.oldnyc.org/#703384f-a,http://oldnyc-assets.nypl.org/600px/703384f-a.jpg,http://digitalcollections.nypl.org/items/8ff9df70-c533-012f-acef-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.005724,40.674801]}"
703386f-a,Brooklyn: Bushwick Avenue - Metropolitan Avenue,st:Photo,1937,1937,90a9adb0-c533-012f-49a8-58d385a7bc34,703386f,"Broadway, at the East River, showing the toll house, vehicular entrance, slip and ferry of the Municipal Ferry to 23rd Street (Manhattan). This set, consisting of three views was taken at the same time. The bridge shown in No. 3 is the Queensboro.\nMarch 24, 1931.\nP.L. Sperr","Bushwick Avenue & Metropolitan Avenue, Brooklyn, NY",https://www.oldnyc.org/#703386f-a,http://www.oldnyc.org/rotated-assets/600px/703386f-a.90.jpg,http://digitalcollections.nypl.org/items/90a9adb0-c533-012f-49a8-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.94208,40.714743]}"
